Structure,Y
Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(Cl)cc4Cl)c3,0.0076
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CC4CCOC4)C2=O,0.0077
CC(=O)Nc1nc2c(F)cc(cc2s1)c3cncc(NS(=O)(=O)c4ccc(cc4)C(F)(F)F)c3,0.0077
COc1ccc(cc1)S(=O)(=O)Nc2cncc(c2)c3ccc4nc(NC(=O)C)sc4c3,0.0078
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cn[nH]c4,0.008
Nc1nc2ccc(cc2n1c3ccccn3)c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4.OC=O,0.008
CN[C@@H](C)c1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(NC(=O)C)cn4n3,0.008
CCN(CC)c1ncc2CCc3nc(NC(=O)N4C[C@@H](F)C[C@H]4C(=O)N)sc3c2n1,0.008
CC(C)(C)c1nc2c(CCc3nc(NC(=O)N4CCC[C@@]4(C)C(=O)N)sc23)s1,0.008
COC[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4cnc(nc4c3s2)C(C)(C)C,0.008
Cc1nc(N)nc2N([C@@H]3CC[C@@H](O)CC3)C(=O)C(=Cc12)c4cnc5ccccc5c4,0.0082
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CCC4)C2=O,0.0082
Nc1ncc(cn1)c2nc(N3CCOCC3)c4nc5CCCn5c4n2,0.00826
COc1ccc(cc1)S(=O)(=O)Nc2cncc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0084
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(c(O)c3)C(F)(F)F,0.0085
CC(C)(C)c1ncc2CCc3nc(NC(=O)N4CCC[C@@]4(CO)C(=O)N)sc3c2n1,0.0085
CNc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3,0.0086
CC(C)N1CCN(CC1)[C@@H](C)c2cc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)cc2C,0.00881
CNc1nc(C)c2C=C(C(=O)N(CCC3CC3)c2n1)c4ccc(OC)nc4,0.0089
CO[C@@H]1CC[C@H](CC1)N2C(=O)C(=Cc3c(C)nc(N)nc23)c4cn[nH]c4,0.009
CC(=O)Nc1nc2ccc(nn2c1c3ccncc3)c4cnc(Cl)c(NS(=O)(=O)C)c4.OC(=O)C(F)(F)F,0.009
CC(=O)Nc1cn2cc(ccc2n1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3,0.009
C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3ccnc(c3)C(C)(C)C,0.009
CCN(CC)c1ncc2CCc3nc(NC(=O)N4CC[C@H]4C(=O)N)sc3c2n1,0.009
CC(C)(C)c1nc2c(CCc3nc(NC(=O)N4CC[C@@H]5C[C@]45C(=O)N)sc23)s1,0.009
CC(C)(C)c1ncc2CCc3nc(NC(=O)N4CC[C@@H](O)[C@H]4C(=O)N)sc3c2n1,0.009
COC[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4sc(nc4c3s2)C(C)(C)C(F)(F)F,0.009
CC(C)N1CCC(C)(C1)Oc2ccc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)c2,0.00919
CC(C)N1CCCC(C1)c2c(cnn2C)c3cc4OCCn5cc(nc5c4cn3)c6nc(C)nn6C(C)C,0.00919
CNc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4c(Cl)cccc4Cl)c3,0.0092
CN(C)c1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](CC4)OCCO)C2=O,0.00928
CC(C)Oc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](O)CC4)C2=O,0.0094
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(NS(=O)(=O)c4cccc(c4)C(F)(F)F)c3,0.0094
Cc1nc(N)nc2N([C@@H]3CC[C@@H](O)C3)C(=O)C(=Cc12)c4cn[nH]c4,0.0095
CO[C@@H]1CC[C@H](CC1)N2C(=O)C(=Cc3c(C)nc(N)nc23)c4cc[nH]n4,0.0095
CCN(CC)c1ncc2CCc3nc(NC(=O)N4CCC[C@@]4(CO)C(=O)N)sc3c2n1,0.0095
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)c5cnn(C)c5C6CC(CCO6)N(C)C,0.00957
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(NS(=O)(=O)c4ccc(C)cc4)c3,0.0098
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](CC4)OCCO)C2=O,0.0099
Cc1nc(N)nc2N([C@@H]3CC[C@@H](O)CC3)C(=O)C(=Cc12)c4cc[nH]n4,0.01
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CC(C)C)C2=O,0.01
CN1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)c5cccc(O)c5)CC1,0.01
CC(=O)Nc1cn2cc(ccc2n1)c3cncc(NS(=O)(=O)c4ccc(F)cc4)c3,0.01
Nc1ncc(cn1)c2cn3cc(nc3c(n2)N4CCOCC4)C(=O)N[C@@H]5CC[C@@H](O)CC5,0.01
C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3ccnc(n3)C(C)(C)F,0.01
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4C[C@H](C4)OCCO)C2=O,0.0102
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)N4CCCCC4)c3,0.0103
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4cc(F)cc(F)c4)c3,0.0103
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)N5CCCC5CN(C)C,0.01031
CC(C)(C)c1ncc2CCc3nc(NC(=O)N4CC[C@@H]5C[C@]45C(=O)N)sc3c2n1,0.0105
CCCCS(=O)(=O)Nc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.0106
CNc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(cc4)C(C)(C)NC(=O)C)c3,0.0108
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5[C@@H]6CCCN(C6)C(C)(C)CO,0.0108
CC(C)(O)c1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(N)sc4c3,0.0109
COc1ccc2C3=NCCN3C(=Nc2c1OC)NC(=O)c4cccnc4,0.011
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](O)C4)C2=O,0.011
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CCC4CC4)C2=O,0.011
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4cn[nH]c4,0.011
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(C(C)C)C2=O,0.011
CN(C)c1ncc(cc1C)C2=Cc3c(C)nc(N)nc3N(C4CCCC4)C2=O,0.011
Nc1ncc(cn1)c2cn3cc(nc3c(n2)N4CCOCC4)C(=O)NCCN5CCOCC5,0.011
CNc1ncc(cn1)c2nc(N3CCOCC3)c4nc(CN5CCN(CC5)S(=O)(=O)C)cn4c2Cl,0.011
CC(C)CS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5cnc(N)nc5)CC1,0.011
CNc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4c(C)cccc4Cl)c3,0.0112
Nc1cc(c(cn1)c2nc(N3CCOCC3)c4nc5COCCn5c4n2)C(F)(F)F,0.0112
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5cnn(C)c5C6CCCCN6CC(C)(C)O,0.0112
Cc1nc(N)nc2N([C@@H]3CC[C@H](CC3)OCC(=O)N)C(=O)C(=Cc12)c4cnc5ccccc5c4,0.0113
CC(C)N1CCC[C@H](C1)n2nccc2c3cc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)cc3F,0.0114
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)N5CCCC56CCCN(C)C6,0.011638533
Cc1nc(N)nc2N(C3CCC(=O)CC3)C(=O)C(=Cc12)c4cn[nH]c4,0.012
CN(C)c1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@H](O)CC4)C2=O,0.012
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4cnn(CC(F)F)c4,0.012
COc1ccc(cn1)C2=Cc3c(C)nc(NCC(F)F)nc3N([C@@H]4CC[C@@H](O)CC4)C2=O,0.012
CNc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(cc4)C(=O)C)c3,0.012
CC(=O)Nc1nc2cc(ccc2[nH]1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3,0.012
CCOC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cnc(N)nc4,0.012
O=S(=O)(Nc1cncc(c1)c2cnc3[nH]cc(c4cccnc4)c3c2)c5ccccc5,0.012
COC[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3ccnc(c3)C(C)(C)C(F)(F)F,0.012
CC(=O)NC[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4cnc(nc4c3s2)C(C)(C)C,0.012
CC(O)c1ccc(cc1)S(=O)(=O)Nc2cncc(c2)c3ccc4nc(NC(=O)C)sc4c3,0.0121
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(cc4)C(=O)C)c3,0.0123
C[C@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4sc(nc4c3s2)C(C)(C)C,0.0125
CC(C)S(=O)(=O)Nc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.0127
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccccc4)c3,0.0127
Nc1ncc(cn1)c2nc(N3CCOCC3)c4nc5n(CCOC5(CO)CO)c4n2,0.0128
CC(C)n1ncnc1c2cn3CCOc4cc(ncc4c3n2)N5CCCC5CN6CCCC6,0.0129
Oc1cccc(c1)c2nc(N3CCOCC3)c4cnccc4n2,0.013
CCS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5cnc(N)nc5)CC1,0.013
Nc1ncc(cn1)c2cn3cc(nc3c(n2)N4CCOCC4)C(=O)NC5CCOCC5,0.013
CC(=O)NC[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3ccnc(c3)C(C)(C)C(F)(F)F,0.013
C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4sc(nc4c3s2)C(C)(C)C,0.013
Cc1nc(N)nc2N([C@@H]3CC[C@H](CC3)OCC(=O)N)C(=O)C(=Cc12)c4cn[nH]c4,0.0135
Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(Cl)cc4F)c3,0.0136
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(cc4)C(C)(C)O)c3,0.0137
CC(C)n1ncnc1c2cn3CCOc4cc(ncc4c3n2)N5CCCC5C6CCN(C)CC6,0.0139
C[C@@H]1CN(C[C@H](C)O1)c2nc(nc3c2nc4n3CCOC4(C)C)c5cnc(N)nc5,0.01398
Cl.CN(N=Cc1cnc2ccc(cn12)C(F)(F)F)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],0.014
Cc1nc(N)nc2N([C@@H]3CC[C@H](O)C3)C(=O)C(=Cc12)c4cn[nH]c4,0.014
Cc1nc(N)nc2N(CC3CCOC3)C(=O)C(=Cc12)c4cn[nH]c4,0.014
COc1cc(cnc1OC)c2ccc3nc(NC(=O)C)cn3n2,0.014
CC1(C)OCCn2c1nc3c(nc(nc23)c4cnc5[nH]ccc5c4)N6CCOCC6,0.014
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5C6CCCN(C6)C(C)(C)CO,0.0144
COc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2C#N)c3ccc4nc(NC(=O)C)sc4c3,0.0145
Cc1nc(N)nc(n1)n2c(Nc3cccc4[nH]ncc34)nc5ccccc25,0.014555
Cc1nc(N)nc2N([C@@H]3CC[C@H](CC3)OCCO)C(=O)C(=Cc12)c4cc[nH]n4,0.0146
CNc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccccc4F)c3,0.0146
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)N5CCCC5C6CCN(CC6)S(=O)(=O)C,0.014632
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(C)c(C)c4,0.0147
Cc1nc(N)nc2N([C@@H]3CC[C@@H](CC3)OCC(=O)N)C(=O)C(=Cc12)c4cn[nH]c4,0.0148
Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3,0.0149
COc1ccc(cc1F)C2=Cc3c(C)nc(N)nc3N(C4CCCC4)C2=O,0.015
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CC4CCOCC4)C2=O,0.015
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4cnc(N)cn4,0.015
Cc1nc(N)nc2N(C3CCC3)C(=O)C(=Cc12)c4cn[nH]c4,0.015
COc1cc(ccc1OCCCN)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.015
COc1cc(ccc1OCCN(CC(=O)N(C)C)CC(=O)N(C)C)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.015
CC(=O)Nc1nc2ccc(nn2c1c3cccc(F)c3)c4cnc(Cl)c(NS(=O)(=O)C)c4.OC(=O)C(F)(F)F,0.015
C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3csc(n3)C4(CC4)C(F)(F)F,0.015
CC(C)N1CCC(CC1)C2CCN2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.015141
CC(C)N1CCCC(C1)c2[nH]ncc2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.01518
CCCS(=O)(=O)Nc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.0154
COc1ccc(cc1)S(=O)(=O)Nc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0155
CC(C)(C)c1nc2c(CCc3nc(NC(=O)N4CCC[C@H]4C(=O)N)sc23)s1,0.0155
CC(=O)Oc1cc(cnc1Cl)c2ccc3ncsc3c2,0.0156
Cl.Cl.C(CN1CCOCC1)Oc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3,0.016
CC(C)(N1CCN(CC1)S(=O)(=O)C)c2cn3cc(nc(N4CCOCC4)c3n2)c5cnc(N)nc5,0.016
COc1ccc(cc1OC)c2c[nH]c3ncc(cc23)c4cnc(N)c(c4)S(=O)(=O)N5CCOCC5,0.016
CN(C)C[C@]1(CCCN1C(=O)Nc2nc3CCc4cnc(nc4c3s2)C(C)(C)C)C(=O)N,0.016
COc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(NC(=O)C5CCCCC5)sc4c3,0.0163
COc1ccc(cc1)S(=O)(=O)c2cncc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0164
CC(=NNS(=O)(=O)c1cc(ccc1C)[N+](=O)[O-])c2cnc3ccc(Br)cn23,0.017
CNc1nc(C)c2C=C(C(=O)N(CC=C)c2n1)c3ccc(OC)nc3,0.017
Cc1nc(N)nc2N(C3CC3)C(=O)C(=Cc12)c4cnc5[nH]ccc5c4,0.017
CNc1nc(C)c2C=C(C(=O)Nc3ccccn3)C(=O)N(C4CCCC4)c2n1,0.017
CN(C)C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3ccnc(c3)C(C)(C)C(F)(F)F,0.017
Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4F)c3,0.0171
CC(C)n1nc(c2ccc3ncccc3c2)c4c(N)ncnc14,0.01725
Cc1nc(N)nc2N([C@@H]3CC[C@H](CC3)OCCO)C(=O)C(=Cc12)c4cnc5ccccc5c4,0.0176
Cc1nc(N)nc2N([C@@H]3CC[C@@H](CC3)OCC(=O)N)C(=O)C(=Cc12)c4cnc5ccccc5c4,0.0177
CC(=O)Nc1nc2ccc(cc2s1)c3oc(NS(=O)(=O)c4ccc(F)cc4)nn3,0.0178
Cc1nc(N)nc2N([C@@H]3CC[C@@H](O)CC3)C(=O)C(=Cc12)c4cnn(C)c4,0.018
Cc1nc(N)nc2N(C3CCC(C)(O)CC3)C(=O)C(=Cc12)c4cn[nH]c4,0.018
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CC4(F)CCOCC4)C2=O,0.018
CC(=O)c1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(N)sc4c3,0.018
COC(=O)c1ccc(cc1OC)c2cnc3sc(nn23)c4cnc(N)c(c4)C(F)(F)F,0.018
CC(=O)NC[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3ccnc(c3)C4(C)CC4,0.018
CN(Cc1cccc(F)c1)C[C@]2(CCCN2C(=O)Nc3nc4CCc5cnc(nc5c4s3)C(C)(C)C)C(=O)N,0.018
Cc1nc(N)nc2N(C3CCOCC3)C(=O)C(=Cc12)c4cn[nH]c4,0.0185
CC1(C)OCCn2c1nc3c(nc(nc23)c4ccc(N)nc4)N5CCOCC5,0.0186
CCN1CCC(CC1)C2CCCN2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.0189
Oc1cccc(c1)c2nc(N3CCOCC3)c4ccncc4n2,0.019
Cc1nc(N)nc2N([C@@H]3CC[C@@H](O)CC3)C(=O)C(=Cc12)c4ccc(nc4)N5CCCC5,0.019
COc1cc(ccc1OCCCNC(=O)C(C)C)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.019
CC(=O)Nc1cn2cc(ccc2n1)c3cncc(NS(=O)(=O)C4CC4)c3.OC(=O)C(F)(F)F,0.019
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(n3)S(=O)(=O)c4ccccc4F,0.0191
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(OC(F)F)c3,0.0195
CC(=O)NC(C)(C)c1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(N)sc4c3,0.0196
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccc(C)cc4C)n3,0.0196
CC1(C)OCCn2c1nc3c(nc(nc23)c4cccc5[nH]ncc45)N6CCOCC6,0.0198
CN(C)c1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.0199
Cc1cc(F)ccc1Oc2cccc3C(=O)C=C(Nc23)N4CCOCC4,0.02
Cl.OCc1ccc(cc1S(=O)c2nc(cs2)c3cnc4ccc(Cl)cn34)[N+](=O)[O-],0.02
Cc1nc(N)nc2N(C3CCOC3)C(=O)C(=Cc12)c4cn[nH]c4,0.02
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4cncc(N)n4,0.02
COc1cccc(c1)S(=O)(=O)Nc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0201
CC(C)N1CCC(CC1)[C@@H]2CCCN2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.0203
CC(C)N1CCC[C@@H](C1)c2c(cnn2C)c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.0207
Cc1ccc(cc1S(=O)(=O)NN=Cc2cnc3ccc(Br)cn23)[N+](=O)[O-],0.021
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CC4CCCO4)C2=O,0.021
Cc1csc2c(nc(nc12)c3cccc(O)c3)N4CCOCC4,0.021
COc1cncc(c1)c2nn3c(cnc3s2)c4cnc(N)c(c4)C(F)(F)F,0.021
Cc1ncc(cn1)c2cn3cc(CN4CCN(CC4)S(=O)(=O)C)nc3c(n2)N5CCOCC5,0.021
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(NS(=O)(=O)c4ccsc4)c3,0.0211
CN1CCn2c(nc3c(nc(nc23)c4cnc(N)nc4)N5CCOCC5)C1=O,0.0215
CCc1ccc(cc1)S(=O)(=O)Nc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0218
CC(C)N1CCC(CC1)[C@H]2CCCN2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.0219
Cc1nc(N)nc2N(CC3CCCO3)C(=O)C(=Cc12)c4cn[nH]c4,0.022
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)N5CCC[C@@H]5CN6CCCC6,0.022
Cc1nc(N)nc2N([C@@H]3CC[C@H](CC3)OCCO)C(=O)C(=Cc12)c4cnn(C)c4,0.0223
Fc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4ncoc4c3,0.0223
Fc1ccc(CN2C(=O)COc3ccc(\C=C/4\SC(=S)NC4=O)cc23)cc1Cl,0.023
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(N4CCCC4)C2=O,0.023
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cncnc4,0.023
CC(C)(C)c1nc2c(CCc3nc(NC(=O)N4CC[C@H]4C(=O)N)sc23)s1,0.023
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4cc(C)ccc4C)n3,0.0235
[2H]C([2H])([2H])N(C[C@]1(CCCN1C(=O)Nc2nc3CCc4cnc(nc4c3s2)C(C)(C)C)C(=O)N)C([2H])([2H])[2H],0.0235
CCN(CC)c1ncc2CCc3nc(NC(=O)N4C[C@H](C[C@H]4C(=O)N)N(C)C)sc3c2n1,0.0235
Cl.OC(=O)COc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2,0.024
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N([C@@H]4CC[C@@H](O)CC4)C2=O,0.024
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cnn(CCO)c4,0.024
CC(C)(C)c1nc2c(CCc3nc(NC(=O)N4CC[C@@H](CN5CCOCC5)[C@H]4C(=O)N)sc23)s1,0.024
CC(C)n1nc(C)nc1c2cn3CCOc4cc(C)c(cc4c3n2)[C@H](C)N5CCN(CC5)C(C)(C)C,0.0241
COc1ncc(cc1N(C)C)c2ccc3nc(NC(=O)C)sc3c2,0.0247
CC(C)n1ncnc1c2cn3CCOc4ccc(cc4c3n2)C(=O)N5CCN(CC5)C(C)(C)C,0.0249
Cc1nccn1c2nc(nc(n2)c3cnc(N)nc3)N4CCOCC4,0.025
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4ccccc4Cl)n3,0.0254
Cl.Oc1ccc(cc1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2,0.026
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)N5CCC5C6CCN(C)CC6,0.026233333
COc1ccc(cc1OC)c2nn(C3CCC3)c4ncnc(N)c24,0.0265
Oc1cccc(c1)c2nc(N3CCOCC3)c4ncccc4n2,0.027
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CCN(C4)C(=O)OC(C)(C)C)C2=O,0.027
Fc1ccc(c(F)c1)S(=O)(=O)Nc2cncc(c2)c3cnc4[nH]cc(c5cccc(c5)C#N)c4c3,0.027
C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc(C)c(s2)c3ccnc(c3)C(C)(C)C(F)(F)F,0.027
COc1ccc(cc1)S(=O)(=O)N(C)c2cncc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.0271
CN(c1cncc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(C)cc4,0.0278
Cc1nc(N)nc2N(N3CCCC3)C(=O)C(=Cc12)c4cn[nH]c4,0.028
COc1cc(ccc1OCCNC(=O)Nc2cccnc2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.028
CS(=O)(=O)Nc1cccc(c1)c2nn3c(cnc3s2)c4cnc(N)c(c4)C(F)(F)F,0.028
